Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
Fully Paid,76164.0,Short Term,736.0,563787.0,2 years,Rent,other,4980.09,5.0,7.0,0.0,181963.0,526768.0,0.0,0.0
Fully Paid,174658.0,Short Term,746.0,697661.0,< 1 year,Rent,Other,12441.58,47.4,7.0,0.0,61769.0,632962.0,0.0,0.0
Fully Paid,344014.0,Short Term,726.0,978633.0,5 years,Rent,Debt Consolidation,12395.79,20.4,13.0,0.0,247817.0,548658.0,0.0,0.0
Fully Paid,194194.0,Short Term,707.0,1677168.0,9 years,Rent,Debt Consolidation,28232.29,36.5,9.0,0.0,734939.0,910140.0,0.0,0.0
Fully Paid,110044.0,Short Term,713.0,699846.0,2 years,Rent,Debt Consolidation,9797.92,8.5,8.0,0.0,110846.0,167552.0,0.0,0.0
Fully Paid,99999999.0,Short Term,739.0,1079580.0,5 years,Home Mortgage,Debt Consolidation,17723.2,15.5,10.0,1.0,155648.0,443894.0,1.0,0.0
Charged Off,334664.0,Short Term,744.0,4046259.0,3 years,Home Mortgage,Debt Consolidation,25963.5,25.6,15.0,1.0,379544.0,1181378.0,1.0,0.0
Fully Paid,335082.0,Short Term,743.0,1929260.0,10+ years,Own Home,Debt Consolidation,28938.9,20.3,18.0,2.0,344641.0,1111572.0,0.0,2.0
Fully Paid,108944.0,Short Term,666.0,1128942.0,1 year,Rent,Debt Consolidation,26059.83,14.5,20.0,0.0,408747.0,884664.0,0.0,0.0
Fully Paid,174108.0,Short Term,747.0,1241821.0,2 years,Home Mortgage,Debt Consolidation,30424.89,16.0,20.0,0.0,128706.0,304766.0,0.0,0.0
Fully Paid,66440.0,Short Term,737.0,2294820.0,10+ years,Home Mortgage,Debt Consolidation,60047.79,18.3,15.0,0.0,2191973.0,3099008.0,0.0,0.0
Fully Paid,158180.0,Short Term,750.0,2352694.0,10+ years,Home Mortgage,Debt Consolidation,18468.76,17.7,19.0,0.0,57361.0,1619838.0,0.0,0.0
Fully Paid,100606.0,Long Term,698.0,270332.0,1 year,Rent,Buy a Car,1486.94,7.9,10.0,0.0,42142.0,165396.0,0.0,0.0
Fully Paid,781858.0,Short Term,680.0,5305465.0,9 years,Rent,Debt Consolidation,24272.69,26.3,11.0,0.0,228304.0,300410.0,0.0,0.0
Fully Paid,260436.0,Short Term,745.0,974662.0,10+ years,Rent,Debt Consolidation,15838.21,16.3,6.0,0.0,174819.0,319264.0,0.0,0.0
Fully Paid,21890.0,Short Term,704.0,775181.0,3 years,Rent,wedding,14211.81,11.9,5.0,0.0,75715.0,94182.0,0.0,0.0
Fully Paid,499114.0,Short Term,648.0,2530116.0,< 1 year,Home Mortgage,Business Loan,14189.77,22.7,8.0,0.0,329973.0,1008084.0,0.0,0.0
Fully Paid,99999999.0,Short Term,710.0,1125066.0,4 years,Home Mortgage,Debt Consolidation,17157.19,12.6,6.0,0.0,91504.0,141086.0,0.0,0.0
Fully Paid,270160.0,Long Term,720.0,1166562.0,3 years,Own Home,Debt Consolidation,19539.98,24.8,5.0,0.0,192983.0,292490.0,0.0,0.0
Fully Paid,220088.0,Short Term,732.0,1273513.0,10+ years,Home Mortgage,Debt Consolidation,23984.27,19.0,8.0,0.0,157111.0,257686.0,0.0,0.0
Fully Paid,154946.0,Long Term,719.0,669066.0,< 1 year,Rent,Debt Consolidation,16614.93,11.5,10.0,0.0,134938.0,411158.0,0.0,0.0
Fully Paid,358578.0,Short Term,741.0,1354871.0,7 years,Home Mortgage,Debt Consolidation,17951.96,16.7,10.0,0.0,727643.0,896324.0,0.0,0.0
Charged Off,734426.0,Short Term,664.0,1825938.0,5 years,Home Mortgage,Debt Consolidation,20237.47,20.8,12.0,0.0,628672.0,830038.0,0.0,0.0
Fully Paid,353056.0,Short Term,716.0,1429275.0,4 years,Home Mortgage,Debt Consolidation,18461.54,17.9,8.0,0.0,311182.0,624470.0,0.0,0.0
Charged Off,170126.0,Short Term,733.0,979507.0,10+ years,Own Home,Debt Consolidation,27671.03,16.5,14.0,0.0,182476.0,392722.0,0.0,0.0
Fully Paid,71588.0,Short Term,682.0,869364.0,6 years,Own Home,Debt Consolidation,10794.66,10.0,8.0,0.0,204155.0,255002.0,0.0,0.0
Charged Off,475530.0,Long Term,684.0,1026722.0,10+ years,Home Mortgage,Debt Consolidation,22502.27,22.5,12.0,0.0,257963.0,369688.0,0.0,0.0
Charged Off,562694.0,Long Term,740.0,1898290.0,< 1 year,Own Home,Debt Consolidation,22937.56,18.4,13.0,0.0,718789.0,1698532.0,0.0,0.0
Fully Paid,400422.0,Long Term,719.0,795853.0,10+ years,Rent,Debt Consolidation,8754.25,25.0,19.0,1.0,167276.0,579920.0,1.0,0.0
Fully Paid,99999999.0,Short Term,720.0,576042.0,3 years,Rent,Debt Consolidation,15073.08,11.9,5.0,0.0,94031.0,133430.0,0.0,0.0
Fully Paid,304920.0,Short Term,704.0,1534896.0,10+ years,Home Mortgage,Home Improvements,4515.16,16.8,8.0,2.0,128478.0,531256.0,1.0,1.0
Fully Paid,377564.0,Short Term,724.0,1419091.0,10+ years,Home Mortgage,Debt Consolidation,15846.38,19.5,10.0,0.0,589779.0,955108.0,0.0,0.0
Fully Paid,670296.0,Long Term,632.0,1659498.0,8 years,Home Mortgage,Debt Consolidation,19775.58,11.4,15.0,0.0,347149.0,674432.0,0.0,0.0
Fully Paid,142428.0,Short Term,748.0,624492.0,4 years,Rent,Debt Consolidation,10163.67,15.5,13.0,0.0,169062.0,1118634.0,0.0,0.0
Charged Off,521972.0,Long Term,726.0,1878340.0,10+ years,Home Mortgage,Debt Consolidation,27235.93,21.0,17.0,0.0,639274.0,1014002.0,0.0,0.0
Fully Paid,99999999.0,Short Term,746.0,1645685.0,3 years,Home Mortgage,Debt Consolidation,17279.74,18.5,9.0,0.0,139061.0,217316.0,0.0,0.0
Fully Paid,99999999.0,Short Term,740.0,1580439.0,2 years,Rent,Debt Consolidation,14487.5,8.6,9.0,0.0,310764.0,644864.0,0.0,0.0
Fully Paid,99999999.0,Short Term,705.0,1377443.0,10+ years,Home Mortgage,Debt Consolidation,13429.96,20.4,18.0,0.0,563008.0,1070432.0,0.0,0.0
Fully Paid,99999999.0,Short Term,696.0,3026016.0,3 years,Home Mortgage,Business Loan,13390.06,23.1,13.0,0.0,1089403.0,1576784.0,0.0,0.0
Fully Paid,218746.0,Short Term,739.0,1379096.0,8 years,Home Mortgage,Debt Consolidation,15859.49,29.1,13.0,0.0,363907.0,544412.0,0.0,0.0
Fully Paid,742544.0,Long Term,697.0,1941800.0,7 years,Rent,Debt Consolidation,47088.65,12.4,11.0,0.0,373692.0,946836.0,0.0,0.0
Fully Paid,404074.0,Short Term,737.0,1744884.0,7 years,Home Mortgage,Debt Consolidation,19484.5,18.8,10.0,0.0,432155.0,783090.0,0.0,0.0
Charged Off,228558.0,Long Term,680.0,695552.0,6 years,Home Mortgage,Debt Consolidation,19533.33,19.9,25.0,0.0,199443.0,589094.0,0.0,0.0
Fully Paid,386980.0,Long Term,711.0,771628.0,10+ years,Home Mortgage,Debt Consolidation,19612.37,15.9,9.0,0.0,156541.0,366190.0,0.0,0.0
Charged Off,323664.0,Short Term,7100.0,1009432.0,< 1 year,Home Mortgage,Debt Consolidation,26245.46,22.6,6.0,0.0,160987.0,179762.0,0.0,0.0
Fully Paid,80102.0,Short Term,747.0,2498158.0,10+ years,Home Mortgage,Debt Consolidation,33933.24,28.2,16.0,0.0,2494529.0,4062432.0,0.0,0.0
Fully Paid,45078.0,Short Term,681.0,1577019.0,3 years,Rent,other,14324.48,16.9,8.0,0.0,500365.0,649528.0,0.0,0.0
Fully Paid,607508.0,Short Term,654.0,2154847.0,10+ years,Home Mortgage,Debt Consolidation,26935.54,17.5,7.0,0.0,348536.0,442530.0,0.0,0.0
Fully Paid,99999999.0,Short Term,728.0,891480.0,10+ years,Home Mortgage,Debt Consolidation,13149.33,15.0,7.0,0.0,155933.0,336226.0,0.0,0.0
Fully Paid,392238.0,Long Term,731.0,846887.0,8 years,Home Mortgage,Debt Consolidation,7551.36,31.7,8.0,0.0,290624.0,799348.0,0.0,0.0
Fully Paid,43076.0,Short Term,686.0,1209312.0,10+ years,Rent,Medical Bills,6973.57,19.5,4.0,0.0,18924.0,21538.0,0.0,0.0
Fully Paid,197230.0,Short Term,700.0,567777.0,3 years,Own Home,Debt Consolidation,8043.46,15.0,9.0,0.0,364230.0,611204.0,0.0,0.0
Fully Paid,380776.0,Long Term,713.0,760323.0,1 year,Own Home,Debt Consolidation,2122.68,16.5,13.0,0.0,96425.0,280500.0,0.0,0.0
Charged Off,198242.0,Short Term,722.0,518187.0,4 years,Rent,Debt Consolidation,6088.55,6.1,3.0,0.0,318174.0,412082.0,0.0,0.0
Fully Paid,264572.0,Short Term,737.0,1371002.0,10+ years,Own Home,Debt Consolidation,7791.9,15.7,11.0,0.0,216543.0,450164.0,0.0,0.0
Fully Paid,110440.0,Short Term,751.0,946295.0,7 years,Home Mortgage,Buy a Car,197.03,25.5,11.0,0.0,131955.0,1273294.0,0.0,0.0
Fully Paid,324170.0,Short Term,736.0,1213150.0,6 years,Home Mortgage,Debt Consolidation,17095.25,19.1,12.0,0.0,427158.0,1047882.0,0.0,0.0
Fully Paid,576422.0,Long Term,727.0,1916530.0,10+ years,Home Mortgage,Debt Consolidation,48711.82,27.3,24.0,0.0,256747.0,1955778.0,0.0,0.0
Charged Off,139216.0,Short Term,7320.0,921595.0,10+ years,Rent,Debt Consolidation,23961.66,13.0,12.0,1.0,160303.0,525800.0,1.0,0.0
Charged Off,266332.0,Short Term,7400.0,1380046.0,5 years,Rent,Debt Consolidation,20896.01,26.1,12.0,0.0,317775.0,876062.0,0.0,0.0
Fully Paid,99999999.0,Short Term,740.0,1901520.0,10+ years,Home Mortgage,Home Improvements,38347.32,19.4,13.0,0.0,248843.0,308176.0,0.0,0.0
Fully Paid,99999999.0,Long Term,729.0,1236976.0,10+ years,Home Mortgage,Debt Consolidation,33913.67,25.7,13.0,0.0,721867.0,1865710.0,0.0,0.0
Charged Off,553080.0,Long Term,6730.0,1420098.0,10+ years,Home Mortgage,other,27301.48,20.6,6.0,0.0,223421.0,287452.0,0.0,0.0
Fully Paid,223102.0,Short Term,750.0,770716.0,< 1 year,Rent,Debt Consolidation,9344.96,15.8,11.0,0.0,106628.0,393184.0,0.0,0.0
Charged Off,334070.0,Short Term,729.0,961685.0,7 years,Rent,Debt Consolidation,21878.31,14.0,18.0,0.0,430996.0,1006126.0,0.0,0.0
Fully Paid,99999999.0,Long Term,723.0,1341837.0,10+ years,Rent,Debt Consolidation,20127.65,13.9,12.0,1.0,62396.0,106568.0,1.0,0.0
Fully Paid,119570.0,Short Term,712.0,938695.0,2 years,Rent,Debt Consolidation,11890.01,13.5,8.0,0.0,63365.0,108702.0,0.0,0.0
Charged Off,542366.0,Long Term,701.0,1686231.0,10+ years,Own Home,Debt Consolidation,23888.32,14.9,16.0,0.0,429609.0,628892.0,0.0,0.0
Charged Off,196658.0,Short Term,746.0,1434177.0,10+ years,Rent,Debt Consolidation,11007.27,38.4,8.0,0.0,167181.0,426360.0,0.0,0.0
Charged Off,30624.0,Short Term,7250.0,358872.0,5 years,Rent,Debt Consolidation,284.05,11.0,2.0,1.0,6251.0,21868.0,0.0,0.0
Charged Off,428582.0,Short Term,727.0,843372.0,2 years,Home Mortgage,Debt Consolidation,11947.77,10.5,8.0,0.0,413706.0,638704.0,0.0,0.0
Fully Paid,161612.0,Short Term,743.0,943521.0,1 year,Rent,Debt Consolidation,6085.89,12.0,5.0,0.0,139764.0,270160.0,0.0,0.0
Fully Paid,99999999.0,Long Term,606.0,621319.0,< 1 year,Home Mortgage,Debt Consolidation,6109.64,10.2,13.0,0.0,285190.0,665764.0,0.0,0.0
Fully Paid,99999999.0,Short Term,747.0,1827743.0,< 1 year,Home Mortgage,Business Loan,2513.32,21.4,6.0,0.0,126065.0,478566.0,0.0,0.0
Fully Paid,400004.0,Long Term,691.0,2590916.0,7 years,Home Mortgage,Debt Consolidation,23750.0,13.6,9.0,0.0,475760.0,737462.0,0.0,0.0
Fully Paid,268994.0,Short Term,751.0,2419897.0,5 years,Home Mortgage,Debt Consolidation,26074.46,17.5,8.0,0.0,255949.0,929016.0,0.0,0.0
Charged Off,422730.0,Long Term,722.0,950760.0,7 years,Own Home,Debt Consolidation,27175.89,15.6,9.0,0.0,229539.0,712536.0,0.0,0.0
Charged Off,367928.0,Short Term,721.0,887642.0,7 years,Home Mortgage,Debt Consolidation,24928.0,14.9,11.0,0.0,105849.0,196746.0,0.0,0.0
Fully Paid,99999999.0,Short Term,731.0,751868.0,1 year,Rent,Debt Consolidation,12280.46,5.8,9.0,0.0,73986.0,174108.0,0.0,0.0
Fully Paid,343684.0,Short Term,745.0,1391370.0,10+ years,Home Mortgage,Debt Consolidation,14145.69,18.9,8.0,2.0,309814.0,525998.0,1.0,1.0
Fully Paid,154946.0,Short Term,741.0,1625013.0,10+ years,Home Mortgage,Debt Consolidation,27625.24,21.6,11.0,0.0,214966.0,455862.0,0.0,0.0
Fully Paid,99999999.0,Short Term,737.0,678433.0,1 year,Home Mortgage,Debt Consolidation,13059.84,27.1,14.0,1.0,81339.0,500940.0,1.0,0.0
Fully Paid,304216.0,Long Term,606.0,827507.0,1 year,Rent,Business Loan,10688.64,10.4,6.0,0.0,69502.0,367488.0,0.0,0.0
Fully Paid,99999999.0,Short Term,738.0,1239693.0,10+ years,Home Mortgage,Home Improvements,17872.16,20.6,11.0,0.0,85253.0,243144.0,0.0,0.0
Fully Paid,155342.0,Long Term,703.0,931665.0,4 years,Own Home,Home Improvements,16995.12,15.6,6.0,0.0,82840.0,101398.0,0.0,0.0
Fully Paid,99999999.0,Short Term,725.0,760304.0,1 year,Rent,Debt Consolidation,11341.29,14.6,14.0,0.0,107483.0,160600.0,0.0,0.0
Fully Paid,33220.0,Short Term,730.0,669332.0,5 years,Rent,Debt Consolidation,12438.35,22.0,9.0,2.0,30229.0,104192.0,2.0,0.0
Fully Paid,265562.0,Short Term,736.0,1528968.0,6 years,Rent,Debt Consolidation,17328.38,15.6,13.0,0.0,314336.0,656986.0,0.0,0.0
Charged Off,228272.0,Short Term,747.0,563274.0,4 years,Rent,Debt Consolidation,4881.67,10.4,6.0,0.0,145692.0,415514.0,0.0,0.0
Fully Paid,179718.0,Short Term,745.0,1028242.0,3 years,Own Home,Debt Consolidation,8740.19,9.0,6.0,0.0,120137.0,269566.0,0.0,0.0
Charged Off,457402.0,Long Term,735.0,1021307.0,9 years,Rent,Debt Consolidation,7957.58,19.2,15.0,0.0,358492.0,615868.0,0.0,0.0
Fully Paid,216216.0,Short Term,716.0,663537.0,5 years,Own Home,Medical Bills,9565.93,12.8,4.0,1.0,18772.0,74690.0,1.0,0.0
Charged Off,751608.0,Short Term,703.0,2781885.0,6 years,Rent,Debt Consolidation,47292.14,14.5,26.0,0.0,768132.0,1304138.0,0.0,0.0
Fully Paid,89496.0,Short Term,674.0,1062670.0,6 years,Rent,Take a Trip,25326.62,13.0,10.0,0.0,339473.0,409442.0,0.0,0.0
Charged Off,628034.0,Short Term,715.0,1240567.0,3 years,Home Mortgage,Debt Consolidation,24087.82,16.2,16.0,0.0,438216.0,725912.0,0.0,0.0
Fully Paid,664950.0,Long Term,725.0,1722825.0,1 year,Own Home,Debt Consolidation,42783.44,28.0,23.0,0.0,520600.0,1122528.0,0.0,0.0
Fully Paid,174812.0,Short Term,708.0,634068.0,9 years,Home Mortgage,other,2076.51,14.8,3.0,0.0,115140.0,163966.0,0.0,0.0
Fully Paid,67342.0,Long Term,731.0,544293.0,3 years,Own Home,Buy a Car,1705.44,16.5,3.0,0.0,56487.0,519068.0,0.0,0.0
Fully Paid,211860.0,Short Term,748.0,619419.0,< 1 year,Rent,Debt Consolidation,10685.03,11.0,6.0,0.0,193629.0,602734.0,0.0,0.0
Fully Paid,179124.0,Short Term,712.0,3093808.0,7 years,Rent,Take a Trip,24982.53,16.2,7.0,0.0,484557.0,638308.0,0.0,0.0
Fully Paid,99999999.0,Short Term,739.0,559113.0,5 years,Home Mortgage,Debt Consolidation,10250.5,18.6,11.0,1.0,175275.0,369006.0,1.0,0.0
Fully Paid,519002.0,Long Term,699.0,1798673.0,10+ years,Home Mortgage,Business Loan,30877.47,29.0,10.0,0.0,315115.0,907632.0,0.0,0.0
Fully Paid,133342.0,Short Term,741.0,1355802.0,4 years,Home Mortgage,Other,11219.31,13.9,9.0,0.0,142253.0,247302.0,0.0,0.0
Charged Off,433114.0,Long Term,668.0,1492488.0,3 years,Home Mortgage,Debt Consolidation,30235.46,15.6,15.0,0.0,257621.0,438658.0,0.0,0.0
Fully Paid,318516.0,Short Term,749.0,821408.0,2 years,Rent,Buy House,14573.19,17.9,10.0,0.0,162298.0,751696.0,0.0,0.0
Charged Off,566456.0,Long Term,7360.0,921975.0,10+ years,Rent,Debt Consolidation,16841.41,25.5,15.0,0.0,523602.0,1015542.0,0.0,0.0
Fully Paid,72644.0,Short Term,730.0,719872.0,< 1 year,Home Mortgage,Debt Consolidation,5429.06,13.8,8.0,0.0,98724.0,222816.0,0.0,0.0
Fully Paid,604164.0,Long Term,687.0,2280950.0,< 1 year,Home Mortgage,Home Improvements,10226.18,7.5,20.0,0.0,1018799.0,3733114.0,0.0,0.0
Fully Paid,99999999.0,Short Term,737.0,1125522.0,10+ years,Rent,Debt Consolidation,18477.31,14.0,20.0,0.0,276336.0,601436.0,0.0,0.0
Fully Paid,263648.0,Short Term,734.0,872860.0,4 years,Rent,Debt Consolidation,13820.22,9.4,7.0,0.0,203091.0,325270.0,0.0,0.0
Fully Paid,75526.0,Short Term,734.0,1043575.0,7 years,Rent,Debt Consolidation,9000.87,27.0,14.0,0.0,129390.0,276408.0,0.0,0.0
Fully Paid,270050.0,Short Term,725.0,866799.0,6 years,Home Mortgage,Debt Consolidation,14230.05,10.9,7.0,0.0,83220.0,132726.0,0.0,0.0
Charged Off,216304.0,Short Term,730.0,555636.0,10+ years,Rent,Debt Consolidation,8287.99,10.3,10.0,0.0,208430.0,286286.0,0.0,0.0
Fully Paid,99999999.0,Short Term,693.0,1063905.0,1 year,Rent,Debt Consolidation,21632.83,11.1,5.0,0.0,100035.0,211772.0,0.0,0.0
Fully Paid,99999999.0,Short Term,745.0,1821967.0,1 year,Rent,Debt Consolidation,18371.48,15.4,26.0,0.0,264784.0,621874.0,0.0,0.0
Charged Off,763004.0,Long Term,6820.0,1694439.0,10+ years,Rent,Debt Consolidation,23439.73,18.4,12.0,1.0,559531.0,1199748.0,0.0,0.0
Fully Paid,255288.0,Long Term,691.0,2046528.0,3 years,Home Mortgage,Home Improvements,2796.8,22.6,8.0,1.0,38437.0,142208.0,0.0,0.0
Charged Off,515746.0,Long Term,650.0,1126814.0,10+ years,Rent,Debt Consolidation,19062.13,15.0,7.0,0.0,122303.0,238414.0,0.0,0.0
Fully Paid,321926.0,Long Term,695.0,2780175.0,10+ years,Own Home,Other,34520.53,15.5,12.0,0.0,277704.0,658922.0,0.0,0.0
Fully Paid,471570.0,Long Term,660.0,925946.0,1 year,Rent,Other,16975.55,6.1,22.0,0.0,162412.0,1099714.0,0.0,0.0
Fully Paid,99999999.0,Short Term,742.0,1254209.0,10+ years,Home Mortgage,Debt Consolidation,11392.4,20.0,10.0,0.0,304950.0,777744.0,0.0,0.0
Fully Paid,785796.0,Long Term,708.0,1512381.0,2 years,Home Mortgage,Home Improvements,10599.34,16.4,8.0,0.0,36518.0,485936.0,0.0,0.0
Fully Paid,429924.0,Short Term,747.0,1856490.0,2 years,Rent,Debt Consolidation,14202.12,8.4,12.0,0.0,299991.0,1052612.0,0.0,0.0
Charged Off,220924.0,Long Term,696.0,866837.0,7 years,Home Mortgage,Debt Consolidation,18492.32,14.8,21.0,0.0,439147.0,718190.0,0.0,0.0
Fully Paid,242968.0,Short Term,726.0,787493.0,< 1 year,Rent,Debt Consolidation,19293.55,16.2,11.0,0.0,176776.0,280390.0,0.0,0.0
Fully Paid,366278.0,Long Term,720.0,1016063.0,3 years,Home Mortgage,Debt Consolidation,14987.01,13.8,23.0,0.0,285266.0,661936.0,0.0,0.0
Fully Paid,364892.0,Short Term,721.0,790172.0,8 years,Rent,Debt Consolidation,23376.08,15.2,13.0,0.0,302879.0,839014.0,0.0,0.0
Fully Paid,99999999.0,Short Term,748.0,1886206.0,10+ years,Home Mortgage,Debt Consolidation,45111.7,16.4,13.0,0.0,1200971.0,1810666.0,0.0,0.0
Fully Paid,158400.0,Short Term,737.0,665000.0,6 years,Rent,Debt Consolidation,3845.98,18.4,8.0,1.0,28595.0,204380.0,1.0,0.0
Charged Off,394570.0,Short Term,721.0,853119.0,1 year,Own Home,Debt Consolidation,15356.18,14.8,10.0,0.0,206967.0,335632.0,0.0,0.0
Fully Paid,290510.0,Short Term,717.0,885533.0,9 years,Home Mortgage,Debt Consolidation,10552.6,20.6,8.0,0.0,186086.0,237578.0,0.0,0.0
Charged Off,187352.0,Short Term,6930.0,2138070.0,5 years,Rent,Debt Consolidation,22093.39,20.0,10.0,1.0,92473.0,209154.0,1.0,0.0
Fully Paid,563596.0,Long Term,718.0,1557544.0,10+ years,Own Home,Debt Consolidation,6113.44,25.5,5.0,0.0,404738.0,533786.0,0.0,0.0
Fully Paid,106062.0,Short Term,695.0,574617.0,3 years,Home Mortgage,Debt Consolidation,8092.67,13.8,16.0,0.0,65702.0,221166.0,0.0,0.0
Charged Off,520564.0,Short Term,7490.0,2903485.0,3 years,Own Home,Debt Consolidation,37987.27,15.0,15.0,0.0,300941.0,522434.0,0.0,0.0
Charged Off,195470.0,Short Term,707.0,581457.0,2 years,Rent,Debt Consolidation,8867.3,15.0,9.0,1.0,121657.0,267278.0,1.0,0.0
Fully Paid,408694.0,Short Term,680.0,897598.0,10+ years,Rent,Debt Consolidation,20644.64,24.6,11.0,0.0,160683.0,225258.0,0.0,0.0
Fully Paid,230428.0,Long Term,614.0,1440390.0,8 years,Own Home,Other,19925.3,11.3,15.0,0.0,312436.0,709346.0,0.0,0.0
Fully Paid,240570.0,Short Term,730.0,769500.0,3 years,Rent,Debt Consolidation,13786.97,6.1,16.0,0.0,206530.0,534996.0,0.0,0.0
Fully Paid,322542.0,Short Term,712.0,1532084.0,5 years,Rent,other,34727.06,19.2,14.0,0.0,397537.0,621192.0,0.0,0.0
Fully Paid,539330.0,Long Term,688.0,1490512.0,5 years,Home Mortgage,Debt Consolidation,17016.59,23.4,14.0,0.0,292942.0,765666.0,0.0,0.0
Fully Paid,99999999.0,Short Term,743.0,1477345.0,4 years,Rent,Debt Consolidation,17358.78,15.7,8.0,0.0,141873.0,297616.0,0.0,0.0
Fully Paid,109868.0,Short Term,711.0,2846295.0,1 year,Rent,other,782.8,21.0,3.0,0.0,20501.0,30778.0,0.0,0.0
Charged Off,612216.0,Long Term,685.0,974966.0,6 years,Home Mortgage,Debt Consolidation,19336.68,15.7,13.0,0.0,375915.0,502612.0,0.0,0.0
Fully Paid,133892.0,Long Term,742.0,370025.0,6 years,Home Mortgage,Home Improvements,3277.69,25.1,8.0,0.0,17746.0,411026.0,0.0,0.0
Fully Paid,326040.0,Short Term,713.0,2346500.0,10+ years,Home Mortgage,Debt Consolidation,15975.77,20.5,18.0,0.0,411939.0,917268.0,0.0,0.0
Charged Off,753764.0,Short Term,742.0,1394942.0,10+ years,Home Mortgage,Debt Consolidation,16971.75,27.2,15.0,0.0,496698.0,1441396.0,0.0,0.0
Fully Paid,98098.0,Short Term,719.0,628311.0,10+ years,Rent,Debt Consolidation,13718.19,20.4,6.0,0.0,192679.0,262482.0,0.0,0.0
Fully Paid,221034.0,Long Term,697.0,610850.0,7 years,Own Home,Debt Consolidation,4678.18,22.6,8.0,0.0,215137.0,371250.0,0.0,0.0
Fully Paid,278850.0,Short Term,748.0,1426425.0,< 1 year,Rent,Debt Consolidation,27339.67,10.9,17.0,0.0,249147.0,455026.0,0.0,0.0
Fully Paid,602778.0,Short Term,723.0,2139989.0,1 year,Home Mortgage,Debt Consolidation,9683.54,18.8,8.0,1.0,152836.0,299926.0,1.0,0.0
Fully Paid,99999999.0,Short Term,741.0,557859.0,6 years,Rent,Debt Consolidation,12923.8,16.6,5.0,0.0,105317.0,206712.0,0.0,0.0
Fully Paid,124630.0,Short Term,744.0,461282.0,7 years,Own Home,Buy a Car,9379.54,12.2,11.0,0.0,5320.0,410982.0,0.0,0.0
Fully Paid,144650.0,Long Term,677.0,969532.0,10+ years,Rent,other,11876.71,13.3,3.0,0.0,27379.0,64812.0,0.0,0.0
Fully Paid,294778.0,Long Term,693.0,1417590.0,3 years,Rent,Debt Consolidation,6461.9,18.0,8.0,1.0,162165.0,383196.0,1.0,0.0
Charged Off,326238.0,Short Term,735.0,826462.0,2 years,Own Home,Debt Consolidation,14463.18,26.8,11.0,0.0,316141.0,480392.0,0.0,0.0
Fully Paid,309496.0,Short Term,745.0,1743174.0,10+ years,Home Mortgage,Debt Consolidation,16560.21,16.8,17.0,0.0,550544.0,1517824.0,0.0,0.0
Fully Paid,547316.0,Long Term,732.0,2457897.0,6 years,Home Mortgage,Debt Consolidation,47560.23,28.6,11.0,0.0,2352124.0,5393124.0,0.0,0.0
Fully Paid,369402.0,Long Term,692.0,1313641.0,10+ years,Rent,Debt Consolidation,18938.44,23.7,8.0,0.0,554344.0,1033604.0,0.0,0.0
Fully Paid,258962.0,Short Term,722.0,1714617.0,2 years,Home Mortgage,Debt Consolidation,29434.04,29.2,21.0,0.0,253840.0,407638.0,0.0,0.0
Fully Paid,521444.0,Short Term,742.0,1876440.0,8 years,Home Mortgage,Debt Consolidation,5785.69,23.7,6.0,0.0,213275.0,629970.0,0.0,0.0
Fully Paid,455598.0,Long Term,679.0,1098466.0,5 years,Rent,Debt Consolidation,21603.38,15.5,15.0,0.0,516097.0,714824.0,0.0,0.0
Charged Off,353364.0,Short Term,731.0,953705.0,10+ years,Home Mortgage,Debt Consolidation,24080.98,17.8,15.0,1.0,309757.0,953898.0,0.0,0.0
Fully Paid,559020.0,Short Term,743.0,2124276.0,8 years,Home Mortgage,Debt Consolidation,11984.44,30.2,14.0,0.0,227582.0,850058.0,0.0,0.0
Charged Off,246686.0,Long Term,715.0,677901.0,7 years,Own Home,Debt Consolidation,15648.21,21.4,8.0,1.0,258001.0,372504.0,1.0,0.0
Fully Paid,77660.0,Short Term,742.0,1053987.0,< 1 year,Rent,Debt Consolidation,18444.82,11.4,13.0,0.0,41686.0,195404.0,0.0,0.0
Fully Paid,142824.0,Short Term,724.0,683183.0,4 years,Home Mortgage,Debt Consolidation,11272.51,15.4,7.0,0.0,27322.0,77000.0,0.0,0.0
Charged Off,556490.0,Long Term,670.0,1153452.0,2 years,Rent,Debt Consolidation,33065.7,17.5,17.0,1.0,237538.0,705232.0,0.0,0.0
Fully Paid,754072.0,Short Term,678.0,2791005.0,1 year,Rent,Business Loan,26747.06,15.7,8.0,0.0,31464.0,242880.0,0.0,0.0
Fully Paid,519376.0,Short Term,724.0,1125028.0,9 years,Rent,Debt Consolidation,22125.69,14.2,19.0,0.0,451478.0,964546.0,0.0,0.0
Fully Paid,99999999.0,Short Term,750.0,2837460.0,< 1 year,Home Mortgage,Debt Consolidation,51310.83,14.3,22.0,0.0,166706.0,1096788.0,0.0,0.0
Fully Paid,99999999.0,Short Term,719.0,932064.0,10+ years,Home Mortgage,Debt Consolidation,23689.96,21.4,12.0,0.0,524913.0,784234.0,0.0,0.0
